,pais,Edad,Educacion,Corrupcion,Democracia,Sexo,Satisfaccion,Economia,Soborno,Educacion_Niveles,Gini,Cor.politic,PIB
11044,El Salvador,51,12,3,3,Mujer,2,2,0,Media/secundaria,43.50999832,0.512553513,332.269989
11045,El Salvador,43,6,4,3,Mujer,4,3,0,Básica,43.50999832,0.512553513,332.269989
11046,El Salvador,76,6,2,2,Hombre,1,3,0,Básica,43.50999832,0.512553513,332.269989
11047,El Salvador,52,12,4,3,Mujer,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11048,El Salvador,21,14,4,3,Mujer,1,2,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11049,El Salvador,55,12,3,3,Hombre,2,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11050,El Salvador,57,12,1,3,Mujer,2,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11051,El Salvador,61,15,4,2,Mujer,2,2,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11052,El Salvador,29,12,4,1,Mujer,2,2,0,Media/secundaria,43.50999832,0.512553513,332.269989
11053,El Salvador,36,12,5,4,Hombre,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11054,El Salvador,63,9,3,4,Mujer,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11055,El Salvador,58,12,5,3,Mujer,1,3,1,Media/secundaria,43.50999832,0.512553513,332.269989
11056,El Salvador,20,9,3,3,Mujer,2,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11057,El Salvador,25,5,3,3,Mujer,4,3,0,Básica,43.50999832,0.512553513,332.269989
11058,El Salvador,24,12,3,2,Hombre,4,2,0,Media/secundaria,43.50999832,0.512553513,332.269989
11059,El Salvador,19,11,4,2,Hombre,2,2,0,Media/secundaria,43.50999832,0.512553513,332.269989
11060,El Salvador,32,12,3,3,Mujer,2,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11061,El Salvador,34,17,4,3,Mujer,2,3,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11062,El Salvador,36,12,5,2,Hombre,2,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11063,El Salvador,35,12,5,3,Hombre,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11064,El Salvador,52,3,1,3,Mujer,2,3,0,Básica,43.50999832,0.512553513,332.269989
11065,El Salvador,24,10,2,2,Hombre,1,2,0,Media/secundaria,43.50999832,0.512553513,332.269989
11066,El Salvador,72,0,1,3,Mujer,2,3,0,Sin estudios,43.50999832,0.512553513,332.269989
11067,El Salvador,22,12,5,2,Hombre,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11068,El Salvador,50,2,3,2,Hombre,1,3,0,Básica,43.50999832,0.512553513,332.269989
11069,El Salvador,37,17,4,1,Hombre,1,2,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11070,El Salvador,19,11,4,4,Mujer,1,2,0,Media/secundaria,43.50999832,0.512553513,332.269989
11071,El Salvador,48,18,1,2,Mujer,2,2,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11072,El Salvador,24,11,5,1,Hombre,1,2,0,Media/secundaria,43.50999832,0.512553513,332.269989
11073,El Salvador,30,12,4,3,Hombre,2,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11074,El Salvador,38,17,5,2,Hombre,2,2,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11075,El Salvador,35,12,4,4,Hombre,3,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11076,El Salvador,22,12,4,3,Mujer,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11077,El Salvador,65,1,3,3,Hombre,2,3,0,Básica,43.50999832,0.512553513,332.269989
11078,El Salvador,20,10,5,3,Hombre,2,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11079,El Salvador,28,11,3,3,Hombre,1,2,0,Media/secundaria,43.50999832,0.512553513,332.269989
11080,El Salvador,24,16,5,2,Mujer,2,3,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11081,El Salvador,47,9,5,3,Mujer,2,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11082,El Salvador,61,0,1,2,Mujer,2,3,0,Sin estudios,43.50999832,0.512553513,332.269989
11083,El Salvador,37,10,5,3,Mujer,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11084,El Salvador,36,12,4,3,Hombre,3,3,1,Media/secundaria,43.50999832,0.512553513,332.269989
11085,El Salvador,56,9,3,2,Hombre,2,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11086,El Salvador,18,11,3,2,Mujer,2,2,0,Media/secundaria,43.50999832,0.512553513,332.269989
11087,El Salvador,67,3,2,3,Hombre,1,3,0,Básica,43.50999832,0.512553513,332.269989
11088,El Salvador,22,2,5,2,Mujer,1,3,0,Básica,43.50999832,0.512553513,332.269989
11089,El Salvador,41,9,4,4,Hombre,2,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11090,El Salvador,23,17,4,2,Hombre,1,2,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11091,El Salvador,29,9,4,3,Mujer,3,2,0,Media/secundaria,43.50999832,0.512553513,332.269989
11092,El Salvador,31,3,3,1,Mujer,2,3,0,Básica,43.50999832,0.512553513,332.269989
11093,El Salvador,66,0,5,2,Mujer,4,3,0,Sin estudios,43.50999832,0.512553513,332.269989
11094,El Salvador,71,0,3,2,Mujer,2,3,0,Sin estudios,43.50999832,0.512553513,332.269989
11095,El Salvador,57,9,2,3,Hombre,2,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11096,El Salvador,34,12,4,4,Hombre,3,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11097,El Salvador,20,10,4,3,Hombre,2,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11098,El Salvador,19,11,2,3,Mujer,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11099,El Salvador,21,11,4,3,Hombre,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11100,El Salvador,57,9,3,3,Hombre,2,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11101,El Salvador,18,10,4,3,Hombre,2,2,0,Media/secundaria,43.50999832,0.512553513,332.269989
11102,El Salvador,42,11,3,3,Mujer,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11103,El Salvador,85,2,2,4,Hombre,2,3,0,Básica,43.50999832,0.512553513,332.269989
11104,El Salvador,30,10,5,3,Hombre,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11105,El Salvador,60,0,3,2,Mujer,3,3,0,Sin estudios,43.50999832,0.512553513,332.269989
11106,El Salvador,53,9,2,3,Hombre,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11107,El Salvador,67,0,2,2,Hombre,1,1,0,Sin estudios,43.50999832,0.512553513,332.269989
11108,El Salvador,34,10,3,3,Mujer,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11109,El Salvador,43,0,4,4,Hombre,2,3,0,Sin estudios,43.50999832,0.512553513,332.269989
11110,El Salvador,28,16,4,3,Mujer,2,3,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11111,El Salvador,36,9,3,2,Mujer,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11112,El Salvador,46,9,5,1,Mujer,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11113,El Salvador,64,9,5,4,Mujer,1,2,0,Media/secundaria,43.50999832,0.512553513,332.269989
11114,El Salvador,53,5,5,3,Mujer,4,3,0,Básica,43.50999832,0.512553513,332.269989
11115,El Salvador,50,17,2,3,Mujer,1,3,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11116,El Salvador,25,12,5,3,Hombre,4,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11117,El Salvador,37,12,3,2,Mujer,2,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11118,El Salvador,19,11,4,3,Hombre,2,1,0,Media/secundaria,43.50999832,0.512553513,332.269989
11119,El Salvador,51,9,4,3,Hombre,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11120,El Salvador,76,6,2,3,Mujer,3,3,0,Básica,43.50999832,0.512553513,332.269989
11121,El Salvador,51,17,5,2,Mujer,1,3,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11122,El Salvador,30,14,4,3,Hombre,2,3,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11123,El Salvador,25,12,4,3,Mujer,1,2,0,Media/secundaria,43.50999832,0.512553513,332.269989
11124,El Salvador,32,18,5,3,Hombre,3,2,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11125,El Salvador,23,9,3,2,Mujer,1,2,0,Media/secundaria,43.50999832,0.512553513,332.269989
11126,El Salvador,39,12,5,3,Mujer,2,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11127,El Salvador,23,12,5,3,Hombre,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11128,El Salvador,44,12,3,4,Hombre,3,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11129,El Salvador,34,17,2,3,Hombre,2,2,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11130,El Salvador,71,0,1,2,Hombre,3,2,0,Sin estudios,43.50999832,0.512553513,332.269989
11131,El Salvador,58,9,5,1,Hombre,3,1,0,Media/secundaria,43.50999832,0.512553513,332.269989
11132,El Salvador,74,16,2,1,Hombre,2,3,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11133,El Salvador,44,13,4,4,Hombre,1,3,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11134,El Salvador,27,10,2,3,Hombre,2,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11135,El Salvador,20,12,2,2,Mujer,2,2,0,Media/secundaria,43.50999832,0.512553513,332.269989
11136,El Salvador,21,11,3,3,Mujer,2,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11137,El Salvador,73,0,5,2,Hombre,2,2,0,Sin estudios,43.50999832,0.512553513,332.269989
11138,El Salvador,85,6,5,3,Hombre,1,3,0,Básica,43.50999832,0.512553513,332.269989
11139,El Salvador,84,6,3,2,Hombre,1,2,0,Básica,43.50999832,0.512553513,332.269989
11140,El Salvador,86,4,5,4,Hombre,1,3,0,Básica,43.50999832,0.512553513,332.269989
11141,El Salvador,68,4,1,1,Mujer,1,3,0,Básica,43.50999832,0.512553513,332.269989
11142,El Salvador,37,11,4,3,Hombre,2,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11143,El Salvador,37,3,2,1,Mujer,2,3,0,Básica,43.50999832,0.512553513,332.269989
11144,El Salvador,19,11,5,3,Hombre,3,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11145,El Salvador,40,18,5,3,Hombre,2,3,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11146,El Salvador,32,9,5,4,Hombre,2,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11147,El Salvador,21,11,4,3,Hombre,2,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11148,El Salvador,18,11,4,4,Hombre,1,2,0,Media/secundaria,43.50999832,0.512553513,332.269989
11149,El Salvador,21,4,3,2,Mujer,1,3,0,Básica,43.50999832,0.512553513,332.269989
11150,El Salvador,44,3,2,2,Hombre,3,2,0,Básica,43.50999832,0.512553513,332.269989
11151,El Salvador,36,16,5,3,Mujer,1,2,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11152,El Salvador,34,17,4,4,Mujer,2,3,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11153,El Salvador,53,12,5,3,Mujer,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11154,El Salvador,50,18,5,2,Hombre,2,2,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11155,El Salvador,39,6,3,2,Hombre,2,3,0,Básica,43.50999832,0.512553513,332.269989
11156,El Salvador,35,10,3,2,Mujer,1,2,0,Media/secundaria,43.50999832,0.512553513,332.269989
11157,El Salvador,66,2,4,3,Mujer,1,3,0,Básica,43.50999832,0.512553513,332.269989
11158,El Salvador,22,15,5,4,Mujer,1,3,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11159,El Salvador,77,0,2,2,Hombre,2,3,0,Sin estudios,43.50999832,0.512553513,332.269989
11160,El Salvador,25,13,4,1,Mujer,1,3,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11161,El Salvador,43,6,2,3,Mujer,1,2,0,Básica,43.50999832,0.512553513,332.269989
11162,El Salvador,26,13,4,4,Hombre,3,3,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11163,El Salvador,52,6,4,3,Mujer,4,3,0,Básica,43.50999832,0.512553513,332.269989
11164,El Salvador,23,11,3,4,Mujer,4,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11165,El Salvador,59,9,3,3,Hombre,3,2,0,Media/secundaria,43.50999832,0.512553513,332.269989
11166,El Salvador,24,16,3,3,Hombre,1,2,1,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11167,El Salvador,34,12,5,2,Mujer,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11168,El Salvador,21,10,4,3,Hombre,2,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11169,El Salvador,33,6,2,2,Hombre,2,1,0,Básica,43.50999832,0.512553513,332.269989
11170,El Salvador,25,11,5,4,Mujer,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11171,El Salvador,34,15,4,3,Hombre,3,2,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11172,El Salvador,51,9,5,3,Mujer,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11173,El Salvador,38,15,5,3,Hombre,3,3,1,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11174,El Salvador,29,7,5,2,Mujer,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11175,El Salvador,43,11,4,3,Mujer,2,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11176,El Salvador,53,16,4,3,Mujer,2,3,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11177,El Salvador,48,16,4,2,Mujer,2,3,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11178,El Salvador,20,9,2,2,Hombre,2,2,0,Media/secundaria,43.50999832,0.512553513,332.269989
11179,El Salvador,18,15,3,3,Hombre,1,3,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11180,El Salvador,39,7,5,3,Mujer,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11181,El Salvador,22,7,5,3,Hombre,3,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11182,El Salvador,18,9,3,2,Hombre,2,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11183,El Salvador,34,12,5,4,Mujer,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11184,El Salvador,24,12,3,2,Mujer,1,2,0,Media/secundaria,43.50999832,0.512553513,332.269989
11185,El Salvador,68,12,3,3,Hombre,2,2,0,Media/secundaria,43.50999832,0.512553513,332.269989
11186,El Salvador,80,7,1,2,Hombre,1,2,0,Media/secundaria,43.50999832,0.512553513,332.269989
11187,El Salvador,40,12,3,3,Mujer,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11188,El Salvador,46,11,4,4,Hombre,2,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11189,El Salvador,38,12,4,2,Hombre,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11190,El Salvador,20,10,4,2,Mujer,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11191,El Salvador,24,12,4,3,Mujer,2,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11192,El Salvador,24,18,4,3,Hombre,1,2,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11193,El Salvador,60,15,4,3,Mujer,1,1,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11194,El Salvador,22,13,4,3,Hombre,2,3,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11195,El Salvador,20,12,2,2,Mujer,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11196,El Salvador,50,11,5,3,Hombre,4,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11197,El Salvador,52,5,2,3,Hombre,1,3,0,Básica,43.50999832,0.512553513,332.269989
11198,El Salvador,19,11,5,3,Mujer,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11199,El Salvador,18,9,3,3,Hombre,2,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11200,El Salvador,55,12,2,2,Hombre,3,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11201,El Salvador,18,9,2,2,Hombre,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11202,El Salvador,44,15,5,4,Hombre,2,3,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11203,El Salvador,76,6,3,2,Hombre,1,3,0,Básica,43.50999832,0.512553513,332.269989
11204,El Salvador,60,6,2,1,Hombre,1,3,0,Básica,43.50999832,0.512553513,332.269989
11205,El Salvador,31,6,4,3,Mujer,1,3,0,Básica,43.50999832,0.512553513,332.269989
11206,El Salvador,24,17,4,4,Hombre,1,2,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11207,El Salvador,63,6,1,2,Hombre,3,3,0,Básica,43.50999832,0.512553513,332.269989
11208,El Salvador,36,9,4,4,Hombre,1,2,0,Media/secundaria,43.50999832,0.512553513,332.269989
11209,El Salvador,65,9,3,2,Mujer,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11210,El Salvador,83,4,3,3,Hombre,1,3,0,Básica,43.50999832,0.512553513,332.269989
11211,El Salvador,24,11,4,2,Hombre,2,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11212,El Salvador,18,9,3,3,Hombre,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11213,El Salvador,59,0,2,3,Hombre,4,3,0,Sin estudios,43.50999832,0.512553513,332.269989
11214,El Salvador,30,6,5,3,Mujer,1,3,0,Básica,43.50999832,0.512553513,332.269989
11215,El Salvador,42,7,4,1,Mujer,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11216,El Salvador,54,2,5,2,Hombre,2,3,0,Básica,43.50999832,0.512553513,332.269989
11217,El Salvador,41,12,5,4,Hombre,4,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11218,El Salvador,20,11,2,2,Mujer,2,2,0,Media/secundaria,43.50999832,0.512553513,332.269989
11219,El Salvador,23,12,2,3,Hombre,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11220,El Salvador,32,7,3,2,Mujer,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11221,El Salvador,28,12,3,2,Hombre,1,2,0,Media/secundaria,43.50999832,0.512553513,332.269989
11222,El Salvador,73,6,4,3,Hombre,2,3,0,Básica,43.50999832,0.512553513,332.269989
11223,El Salvador,63,3,4,2,Mujer,4,2,0,Básica,43.50999832,0.512553513,332.269989
11224,El Salvador,62,0,2,2,Mujer,2,3,0,Sin estudios,43.50999832,0.512553513,332.269989
11225,El Salvador,51,12,4,2,Mujer,3,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11226,El Salvador,29,5,5,4,Mujer,2,3,0,Básica,43.50999832,0.512553513,332.269989
11227,El Salvador,51,0,3,3,Mujer,2,3,0,Sin estudios,43.50999832,0.512553513,332.269989
11228,El Salvador,43,9,1,3,Mujer,4,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11229,El Salvador,48,7,1,2,Hombre,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11230,El Salvador,41,10,3,3,Mujer,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11231,El Salvador,60,6,1,2,Mujer,2,2,0,Básica,43.50999832,0.512553513,332.269989
11232,El Salvador,31,9,5,2,Hombre,2,2,0,Media/secundaria,43.50999832,0.512553513,332.269989
11233,El Salvador,27,12,5,2,Mujer,1,2,0,Media/secundaria,43.50999832,0.512553513,332.269989
11234,El Salvador,28,12,4,3,Hombre,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11235,El Salvador,43,10,5,2,Mujer,2,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11236,El Salvador,23,11,2,2,Hombre,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11237,El Salvador,44,9,2,2,Mujer,3,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11238,El Salvador,51,17,4,3,Hombre,4,3,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11239,El Salvador,41,12,4,3,Mujer,3,2,0,Media/secundaria,43.50999832,0.512553513,332.269989
11240,El Salvador,24,9,5,3,Mujer,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11241,El Salvador,29,12,5,4,Mujer,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11242,El Salvador,47,1,3,3,Mujer,1,2,0,Básica,43.50999832,0.512553513,332.269989
11243,El Salvador,41,7,5,3,Hombre,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11244,El Salvador,28,6,5,3,Mujer,3,3,0,Básica,43.50999832,0.512553513,332.269989
11245,El Salvador,41,9,4,3,Mujer,2,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11246,El Salvador,38,12,3,1,Mujer,3,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11247,El Salvador,52,6,5,3,Hombre,3,3,0,Básica,43.50999832,0.512553513,332.269989
11248,El Salvador,37,12,4,3,Hombre,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11249,El Salvador,39,15,4,4,Mujer,1,2,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11250,El Salvador,38,14,5,3,Hombre,1,3,1,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11251,El Salvador,57,9,2,3,Mujer,1,2,0,Media/secundaria,43.50999832,0.512553513,332.269989
11252,El Salvador,48,12,4,3,Mujer,3,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11253,El Salvador,26,11,5,2,Hombre,2,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11254,El Salvador,71,9,3,3,Mujer,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11255,El Salvador,55,0,3,3,Hombre,2,3,0,Sin estudios,43.50999832,0.512553513,332.269989
11256,El Salvador,36,3,5,3,Hombre,1,3,0,Básica,43.50999832,0.512553513,332.269989
11257,El Salvador,21,12,5,4,Hombre,3,2,0,Media/secundaria,43.50999832,0.512553513,332.269989
11258,El Salvador,21,11,4,2,Hombre,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11259,El Salvador,20,14,4,3,Mujer,1,3,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11260,El Salvador,35,8,3,2,Hombre,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11261,El Salvador,26,12,5,3,Mujer,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11262,El Salvador,31,12,2,2,Hombre,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11263,El Salvador,39,11,5,4,Hombre,2,1,0,Media/secundaria,43.50999832,0.512553513,332.269989
11264,El Salvador,36,12,3,2,Mujer,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11265,El Salvador,37,17,2,3,Mujer,1,1,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11266,El Salvador,37,17,5,4,Hombre,2,3,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11267,El Salvador,27,12,3,3,Hombre,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11268,El Salvador,26,14,3,3,Mujer,2,2,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11269,El Salvador,46,7,5,3,Hombre,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11270,El Salvador,29,9,4,2,Hombre,3,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11271,El Salvador,36,14,2,3,Mujer,1,3,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11272,El Salvador,65,9,4,3,Hombre,2,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11273,El Salvador,27,9,5,3,Mujer,4,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11274,El Salvador,26,11,4,3,Hombre,3,2,0,Media/secundaria,43.50999832,0.512553513,332.269989
11275,El Salvador,25,14,3,3,Mujer,1,3,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11276,El Salvador,36,8,5,3,Mujer,2,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11277,El Salvador,35,9,4,4,Mujer,2,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11278,El Salvador,50,17,3,3,Hombre,4,3,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11279,El Salvador,19,12,5,3,Mujer,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11280,El Salvador,57,3,3,2,Hombre,4,3,0,Básica,43.50999832,0.512553513,332.269989
11281,El Salvador,40,12,1,2,Hombre,1,1,0,Media/secundaria,43.50999832,0.512553513,332.269989
11282,El Salvador,22,11,4,2,Mujer,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11283,El Salvador,40,17,4,4,Hombre,3,3,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11284,El Salvador,35,9,2,2,Hombre,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11285,El Salvador,57,3,3,1,Mujer,2,1,0,Básica,43.50999832,0.512553513,332.269989
11286,El Salvador,57,12,3,2,Mujer,1,2,0,Media/secundaria,43.50999832,0.512553513,332.269989
11287,El Salvador,61,12,5,3,Hombre,1,2,0,Media/secundaria,43.50999832,0.512553513,332.269989
11288,El Salvador,74,15,3,3,Hombre,1,2,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11289,El Salvador,41,12,4,4,Mujer,4,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11290,El Salvador,48,2,5,3,Hombre,3,3,0,Básica,43.50999832,0.512553513,332.269989
11291,El Salvador,36,9,5,2,Mujer,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11292,El Salvador,43,2,1,1,Mujer,2,1,0,Básica,43.50999832,0.512553513,332.269989
11293,El Salvador,49,18,4,4,Mujer,1,2,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11294,El Salvador,39,8,5,3,Hombre,3,2,0,Media/secundaria,43.50999832,0.512553513,332.269989
11295,El Salvador,42,12,3,1,Hombre,2,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11296,El Salvador,21,11,5,3,Mujer,1,2,0,Media/secundaria,43.50999832,0.512553513,332.269989
11297,El Salvador,44,12,4,3,Hombre,1,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11298,El Salvador,43,9,4,2,Hombre,2,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11299,El Salvador,63,11,2,3,Mujer,2,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11300,El Salvador,36,12,4,3,Hombre,4,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
11301,El Salvador,52,15,5,3,Hombre,2,3,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11302,El Salvador,24,9,5,3,Mujer,1,2,0,Media/secundaria,43.50999832,0.512553513,332.269989
11303,El Salvador,23,15,4,4,Hombre,1,3,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11304,El Salvador,71,18,5,4,Mujer,4,3,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11305,El Salvador,44,18,5,4,Mujer,3,3,0,Educación superior/postgrados,43.50999832,0.512553513,332.269989
11306,El Salvador,45,9,5,1,Mujer,2,3,0,Media/secundaria,43.50999832,0.512553513,332.269989
